student_id,event_timestamp,cgpa,dsa_score,system_design_score,dbms_score,oop_proficiency,cloud_devops_score,web_dev_score,problem_solving_score,aptitude_score,communication_score,teamwork_score,github_projects_count,internship_duration_months,certifications_count,hackathons_participated,mock_interview_score,curriculum_updated_year,domain_code,technical_skill_mean,soft_skill_mean,industry_exposure_score,practical_experience_score,curriculum_age_years
CSE_0294,2026-01-01 00:00:00+00:00,6.8,62,30,85,47,67,5,81.12,4,74.0,59,1,6,1,7,29,2022,0,49.333333333333336,71.37333333333333,38.5,46.08333333333333,4
CSE_0295,2026-01-01 00:00:00+00:00,5.64,27,99,52,69,85,41,63.6,14,70.0,2,0,1,4,7,81,2020,0,62.166666666666664,45.199999999999996,36.0,29.166666666666668,6
CSE_0296,2026-01-01 00:00:00+00:00,7.61,59,10,86,58,89,24,86.4,15,84.0,54,6,11,0,8,98,2023,2,54.333333333333336,74.8,59.5,76.08333333333333,3
CSE_0297,2026-01-01 00:00:00+00:00,8.85,78,51,50,99,48,56,83.08,0,86.0,13,12,4,2,5,2,2020,4,63.666666666666664,60.69333333333333,54.5,58.416666666666664,6
CSE_0298,2026-01-01 00:00:00+00:00,6.08,93,14,2,58,42,84,44.12,15,90.0,57,10,10,0,3,61,2022,1,48.833333333333336,63.70666666666667,52.5,63.75,4
CSE_0299,2026-01-01 00:00:00+00:00,8.11,36,82,41,1,35,54,88.12,36,54.0,88,10,3,4,2,11,2019,0,41.5,76.70666666666666,48.5,39.58333333333333,7
CSE_0300,2026-01-01 00:00:00+00:00,5.43,92,6,97,28,57,15,37.16,2,76.0,14,14,8,2,4,90,2020,2,49.166666666666664,42.38666666666666,66.0,71.0,6
CSE_0301,2026-01-01 00:00:00+00:00,5.26,21,27,31,67,12,94,55.8,51,42.0,1,15,9,4,5,29,2021,4,42.0,32.93333333333333,81.0,80.0,5
CSE_0302,2026-01-01 00:00:00+00:00,7.66,67,50,50,64,51,13,83.96,46,100.0,23,1,0,3,2,84,2023,4,49.166666666666664,68.98666666666666,19.0,9.833333333333334,3
CSE_0303,2026-01-01 00:00:00+00:00,7.7,19,57,84,82,57,38,54.28,94,34.0,77,0,11,3,1,37,2022,4,56.166666666666664,55.093333333333334,42.0,35.83333333333333,4
CSE_0304,2026-01-01 00:00:00+00:00,8.19,95,4,45,25,31,27,67.92,12,20.0,63,1,5,3,6,84,2019,3,37.833333333333336,50.30666666666667,41.5,39.41666666666667,7
CSE_0305,2026-01-01 00:00:00+00:00,8.63,99,4,20,88,80,95,80.24,79,32.0,70,6,2,4,4,59,2021,4,64.33333333333333,60.74666666666667,43.0,34.83333333333333,5
CSE_0306,2026-01-01 00:00:00+00:00,9.88,67,93,43,9,99,91,83.64,54,82.0,99,6,10,4,8,37,2022,2,67.0,88.21333333333332,73.0,73.16666666666667,4
CSE_0307,2026-01-01 00:00:00+00:00,7.58,90,95,10,52,59,50,85.8,20,56.0,23,9,8,4,2,14,2024,1,59.333333333333336,54.93333333333334,59.0,51.83333333333333,2
CSE_0308,2026-01-01 00:00:00+00:00,6.61,63,7,67,78,82,48,93.4,65,56.0,26,5,4,0,7,17,2019,2,57.5,58.46666666666667,37.5,49.58333333333333,7
CSE_0309,2026-01-01 00:00:00+00:00,8.98,16,63,0,58,57,8,35.08,53,96.0,36,4,12,4,5,51,2021,4,33.666666666666664,55.69333333333333,66.5,63.083333333333336,5
CSE_0310,2026-01-01 00:00:00+00:00,6.35,11,9,91,21,98,57,63.32,26,94.0,93,2,5,3,3,28,2020,1,47.833333333333336,83.44,36.0,30.5,6
CSE_0311,2026-01-01 00:00:00+00:00,7.19,21,37,62,50,55,44,86.48,37,44.0,90,13,10,1,8,59,2022,0,44.833333333333336,73.49333333333334,75.0,89.5,4
CSE_0312,2026-01-01 00:00:00+00:00,5.39,16,95,23,47,27,21,58.92,89,36.0,38,11,8,4,4,20,2022,0,38.166666666666664,44.30666666666667,68.0,64.0,4
CSE_0313,2026-01-01 00:00:00+00:00,5.13,9,91,98,20,0,31,95.16,57,88.0,62,2,8,1,5,16,2020,2,41.5,81.72,40.5,46.75,6
CSE_0314,2026-01-01 00:00:00+00:00,9.81,64,80,12,21,41,68,93.28,61,92.0,78,10,7,3,8,17,2024,1,47.666666666666664,87.75999999999999,69.5,73.75,2
CSE_0315,2026-01-01 00:00:00+00:00,9.18,21,94,97,99,81,86,41.48,45,64.0,25,12,8,4,6,56,2018,2,79.66666666666667,43.49333333333333,75.0,73.83333333333333,8
CSE_0316,2026-01-01 00:00:00+00:00,8.48,89,7,10,97,47,68,78.28,88,70.0,64,11,3,0,4,36,2021,1,53.0,70.76,39.5,49.416666666666664,5
CSE_0317,2026-01-01 00:00:00+00:00,7.04,81,24,99,29,39,41,80.6,10,40.0,3,8,5,0,1,59,2020,1,52.166666666666664,41.199999999999996,31.0,37.0,6
CSE_0318,2026-01-01 00:00:00+00:00,5.87,49,72,50,24,96,52,87.16,71,84.0,28,3,4,1,3,37,2022,2,57.166666666666664,66.38666666666667,27.5,29.916666666666664,4
CSE_0319,2026-01-01 00:00:00+00:00,5.78,13,65,16,27,62,95,43.08,7,70.0,0,8,4,5,1,11,2021,1,46.333333333333336,37.693333333333335,48.5,34.083333333333336,5
CSE_0320,2026-01-01 00:00:00+00:00,6.25,63,78,98,64,75,58,73.64,96,60.0,49,15,3,0,2,74,2024,4,72.66666666666667,60.879999999999995,42.5,51.25,2
CSE_0321,2026-01-01 00:00:00+00:00,7.75,46,49,81,44,71,73,52.92,70,24.0,85,15,1,0,2,83,2021,1,60.666666666666664,53.973333333333336,37.5,45.416666666666664,5
CSE_0322,2026-01-01 00:00:00+00:00,8.57,28,66,85,67,87,38,39.16,63,94.0,10,3,11,0,3,72,2018,1,61.833333333333336,47.72,41.0,50.33333333333333,8
CSE_0323,2026-01-01 00:00:00+00:00,8.3,75,48,23,6,79,14,36.88,20,70.0,73,1,5,3,5,0,2022,2,40.833333333333336,59.96,39.0,35.66666666666667,4
CSE_0324,2026-01-01 00:00:00+00:00,6.4,35,35,18,48,3,70,82.76,71,36.0,58,14,8,0,2,57,2019,0,34.833333333333336,58.919999999999995,53.0,63.5,7
CSE_0325,2026-01-01 00:00:00+00:00,9.77,98,67,36,8,37,28,87.84,62,68.0,61,3,11,2,0,2,2018,3,45.666666666666664,72.28,41.5,39.08333333333333,8
CSE_0326,2026-01-01 00:00:00+00:00,8.69,51,77,84,35,26,2,74.96,84,74.0,80,5,0,4,0,62,2018,1,45.833333333333336,76.32,26.0,11.666666666666666,8
CSE_0327,2026-01-01 00:00:00+00:00,7.77,75,40,7,82,8,82,75.76,63,62.0,35,5,6,0,8,20,2019,3,49.0,57.586666666666666,45.0,59.166666666666664,7
CSE_0328,2026-01-01 00:00:00+00:00,8.06,6,88,27,0,15,9,51.16,19,78.0,55,4,5,5,8,22,2019,1,24.166666666666668,61.38666666666666,60.5,53.91666666666667,7
CSE_0329,2026-01-01 00:00:00+00:00,7.1,28,61,4,9,55,91,95.32,7,66.0,89,14,2,5,4,8,2024,2,41.333333333333336,83.44,63.0,53.5,2
CSE_0330,2026-01-01 00:00:00+00:00,6.24,10,9,16,35,75,28,73.68,57,96.0,20,14,0,0,8,82,2024,2,28.833333333333332,63.22666666666667,48.0,62.666666666666664,2
CSE_0331,2026-01-01 00:00:00+00:00,6.78,32,20,100,72,30,78,35.32,45,24.0,12,0,12,0,6,54,2018,1,55.333333333333336,23.77333333333333,45.0,57.5,8
CSE_0332,2026-01-01 00:00:00+00:00,8.79,5,35,35,45,87,34,79.12,30,28.0,8,2,3,2,8,18,2021,2,40.166666666666664,38.373333333333335,39.5,43.41666666666667,5
CSE_0333,2026-01-01 00:00:00+00:00,5.07,78,11,18,31,13,5,54.56,92,34.0,10,4,8,0,6,61,2020,2,26.0,32.85333333333333,43.0,55.166666666666664,6
CSE_0334,2026-01-01 00:00:00+00:00,5.58,31,90,63,31,24,11,56.72,8,76.0,74,5,1,0,8,86,2020,1,41.666666666666664,68.90666666666667,32.5,44.58333333333333,6
CSE_0335,2026-01-01 00:00:00+00:00,5.23,50,1,90,5,33,37,46.24,14,72.0,69,13,2,4,1,90,2018,0,36.0,62.413333333333334,49.5,39.91666666666667,8
CSE_0336,2026-01-01 00:00:00+00:00,5.2,74,12,97,47,66,76,64.6,93,92.0,0,15,1,5,7,90,2021,1,62.0,52.199999999999996,70.0,64.16666666666666,5
CSE_0337,2026-01-01 00:00:00+00:00,9.28,57,52,10,37,23,92,57.84,25,78.0,69,0,1,2,6,38,2019,0,45.166666666666664,68.28,25.5,25.416666666666668,7
CSE_0338,2026-01-01 00:00:00+00:00,8.52,86,31,53,16,72,18,49.68,9,60.0,76,13,9,5,5,99,2023,2,46.0,61.89333333333334,81.0,75.33333333333334,3
CSE_0339,2026-01-01 00:00:00+00:00,7.37,25,94,44,73,25,66,75.68,28,100.0,85,13,10,2,4,75,2018,0,54.5,86.89333333333333,69.0,74.5,8
CSE_0340,2026-01-01 00:00:00+00:00,5.49,97,15,46,26,19,7,52.88,79,42.0,55,8,10,5,3,26,2022,2,35.0,49.96,68.5,59.083333333333336,4
CSE_0341,2026-01-01 00:00:00+00:00,7.46,45,31,11,53,63,7,37.68,35,86.0,30,13,7,0,6,45,2021,0,35.0,51.22666666666667,58.5,73.25,5
CSE_0342,2026-01-01 00:00:00+00:00,7.37,97,31,20,49,9,83,39.64,83,54.0,85,2,2,5,2,33,2022,0,48.166666666666664,59.54666666666666,34.0,18.0,4
CSE_0343,2026-01-01 00:00:00+00:00,5.87,28,97,10,34,82,46,88.4,36,72.0,36,9,6,5,7,32,2022,1,49.5,65.46666666666667,70.5,64.75,4
CSE_0344,2026-01-01 00:00:00+00:00,7.17,3,10,91,84,66,3,47.08,85,78.0,46,12,7,2,1,91,2018,0,42.833333333333336,57.026666666666664,52.0,52.16666666666667,8
CSE_0345,2026-01-01 00:00:00+00:00,6.99,80,9,4,24,23,50,55.2,70,70.0,90,2,2,1,0,94,2021,2,31.666666666666668,71.73333333333333,13.0,10.5,5
CSE_0346,2026-01-01 00:00:00+00:00,8.08,98,14,80,27,4,84,53.36,22,32.0,77,10,1,2,1,95,2022,1,51.166666666666664,54.120000000000005,33.0,30.0,4
CSE_0347,2026-01-01 00:00:00+00:00,8.18,12,16,55,14,66,66,84.64,40,56.0,46,1,12,2,8,49,2024,0,38.166666666666664,62.21333333333333,60.0,67.33333333333334,2
CSE_0348,2026-01-01 00:00:00+00:00,5.23,38,39,19,3,57,44,73.28,92,64.0,68,7,12,2,4,19,2024,1,33.333333333333336,68.42666666666666,62.0,66.33333333333333,2
CSE_0349,2026-01-01 00:00:00+00:00,6.87,14,17,40,92,26,7,83.76,79,88.0,57,14,7,3,7,39,2021,3,32.666666666666664,76.25333333333333,75.0,79.33333333333333,5
CSE_0350,2026-01-01 00:00:00+00:00,8.13,28,54,45,72,79,86,88.4,27,56.0,35,12,2,3,2,98,2020,1,60.666666666666664,59.800000000000004,46.0,41.333333333333336,6
CSE_0351,2026-01-01 00:00:00+00:00,7.52,28,72,11,26,14,15,35.68,47,94.0,31,15,6,3,6,94,2023,3,27.666666666666668,53.56,72.0,75.0,3
CSE_0352,2026-01-01 00:00:00+00:00,9.28,74,24,69,25,34,76,53.12,37,56.0,97,15,11,2,1,57,2022,3,50.333333333333336,68.70666666666666,68.0,70.83333333333333,4
CSE_0353,2026-01-01 00:00:00+00:00,8.29,31,58,16,18,75,66,79.08,30,64.0,63,2,0,1,7,30,2022,1,44.0,68.69333333333333,25.5,30.916666666666668,4
CSE_0354,2026-01-01 00:00:00+00:00,5.81,1,77,18,91,52,8,48.16,13,84.0,70,5,11,2,6,37,2021,2,41.166666666666664,67.38666666666667,60.5,66.25,5
CSE_0355,2026-01-01 00:00:00+00:00,5.35,46,88,25,16,43,59,65.56,96,66.0,41,15,5,0,4,85,2024,2,46.166666666666664,57.52,52.5,64.58333333333334,2
CSE_0356,2026-01-01 00:00:00+00:00,8.21,77,21,47,42,25,77,78.88,72,96.0,47,1,11,1,3,44,2023,2,48.166666666666664,73.96,41.0,45.666666666666664,3
CSE_0357,2026-01-01 00:00:00+00:00,5.13,83,29,51,40,46,76,67.52,90,72.0,73,6,11,3,0,40,2020,4,54.166666666666664,70.83999999999999,51.5,46.08333333333333,6
CSE_0358,2026-01-01 00:00:00+00:00,7.93,21,83,95,41,33,70,83.6,87,62.0,80,12,12,5,4,8,2022,3,57.166666666666664,75.2,84.0,78.0,4
CSE_0359,2026-01-01 00:00:00+00:00,9.7,74,84,69,49,86,14,48.84,76,22.0,29,3,8,5,8,8,2018,1,62.666666666666664,33.28,66.0,60.33333333333333,8
CSE_0360,2026-01-01 00:00:00+00:00,7.88,26,43,54,83,94,70,50.84,89,54.0,20,8,11,4,3,62,2024,2,61.666666666666664,41.61333333333334,67.0,62.0,2
CSE_0361,2026-01-01 00:00:00+00:00,6.94,66,31,99,39,49,97,67.68,28,44.0,59,13,2,1,8,78,2021,2,63.5,56.89333333333334,55.0,66.16666666666667,5
CSE_0362,2026-01-01 00:00:00+00:00,8.22,80,50,74,38,83,40,53.84,50,80.0,12,9,6,3,1,76,2021,1,60.833333333333336,48.61333333333334,47.5,42.25,5
CSE_0363,2026-01-01 00:00:00+00:00,7.29,55,45,32,22,11,21,57.2,48,36.0,0,8,12,1,3,21,2024,3,31.0,31.066666666666666,57.5,64.91666666666667,2
CSE_0364,2026-01-01 00:00:00+00:00,7.73,91,20,61,95,86,23,93.96,42,36.0,64,6,5,1,8,15,2022,1,62.666666666666664,64.65333333333332,48.5,58.583333333333336,4
CSE_0365,2026-01-01 00:00:00+00:00,9.71,92,98,87,51,3,100,93.04,91,36.0,32,14,7,5,3,31,2020,4,71.83333333333333,53.68000000000001,73.0,64.33333333333333,6
CSE_0366,2026-01-01 00:00:00+00:00,6.93,20,31,22,46,86,43,73.48,91,30.0,37,11,2,2,4,65,2022,4,41.333333333333336,46.826666666666675,45.0,46.5,4
CSE_0367,2026-01-01 00:00:00+00:00,9.81,46,93,14,62,47,0,63.08,71,44.0,24,7,2,0,7,89,2024,1,43.666666666666664,43.69333333333333,36.5,48.416666666666664,2
CSE_0368,2026-01-01 00:00:00+00:00,9.53,79,38,26,96,54,9,46.52,86,90.0,25,2,3,4,0,13,2019,3,50.333333333333336,53.84,27.5,13.416666666666668,7
CSE_0369,2026-01-01 00:00:00+00:00,5.98,100,11,74,68,0,79,36.72,92,82.0,76,10,2,3,0,37,2022,2,55.333333333333336,64.90666666666667,37.0,29.166666666666664,4
CSE_0370,2026-01-01 00:00:00+00:00,5.35,58,46,63,42,88,71,82.44,4,78.0,58,4,8,1,8,97,2023,4,61.333333333333336,72.81333333333333,52.0,62.666666666666664,3
CSE_0371,2026-01-01 00:00:00+00:00,5.5,83,17,80,47,65,55,53.8,41,84.0,91,1,10,4,8,7,2024,4,57.833333333333336,76.26666666666667,63.0,61.5,2
CSE_0372,2026-01-01 00:00:00+00:00,5.09,5,20,50,33,29,88,79.68,6,42.0,32,9,3,1,3,99,2023,3,37.5,51.22666666666667,37.0,41.0,3
CSE_0373,2026-01-01 00:00:00+00:00,5.47,18,12,52,39,2,49,52.84,41,90.0,100,15,5,5,1,20,2024,4,28.666666666666668,80.94666666666667,65.0,53.333333333333336,2
CSE_0374,2026-01-01 00:00:00+00:00,8.42,56,20,77,74,20,11,57.32,35,30.0,40,6,7,0,8,55,2019,4,43.0,42.44,49.5,64.41666666666667,7
CSE_0375,2026-01-01 00:00:00+00:00,5.36,68,7,90,60,88,88,70.48,26,46.0,29,12,10,5,3,45,2023,3,66.83333333333333,48.49333333333334,76.5,68.41666666666667,3
CSE_0376,2026-01-01 00:00:00+00:00,6.59,2,45,81,49,83,80,70.28,57,66.0,56,7,12,4,5,42,2023,1,56.666666666666664,64.09333333333333,72.5,70.08333333333333,3
CSE_0377,2026-01-01 00:00:00+00:00,9.22,0,6,91,66,48,59,67.28,45,28.0,48,8,7,3,0,91,2018,2,45.0,47.76,45.5,39.083333333333336,8
CSE_0378,2026-01-01 00:00:00+00:00,5.12,57,22,50,61,85,25,63.16,65,78.0,47,10,4,1,8,45,2021,2,50.0,62.72,54.0,65.0,5
CSE_0379,2026-01-01 00:00:00+00:00,9.07,37,95,46,57,84,77,66.8,24,50.0,71,10,4,0,4,47,2023,4,66.0,62.6,40.0,50.0,3
CSE_0380,2026-01-01 00:00:00+00:00,6.41,14,74,3,32,61,40,52.6,72,82.0,48,6,5,5,2,69,2021,2,37.333333333333336,60.86666666666667,49.5,36.083333333333336,5
CSE_0381,2026-01-01 00:00:00+00:00,5.59,33,85,6,74,96,35,69.48,26,60.0,46,9,9,4,3,83,2024,1,54.833333333333336,58.49333333333334,64.0,58.5,2
CSE_0382,2026-01-01 00:00:00+00:00,8.48,60,21,34,15,37,22,88.8,0,34.0,55,14,6,5,0,30,2020,4,31.5,59.26666666666667,63.0,50.166666666666664,6
CSE_0383,2026-01-01 00:00:00+00:00,8.14,34,88,47,81,14,42,66.6,86,78.0,64,15,12,1,8,32,2022,2,51.0,69.53333333333333,84.0,100.0,4
CSE_0384,2026-01-01 00:00:00+00:00,9.39,63,21,72,93,51,5,36.2,73,40.0,11,9,12,1,7,43,2018,0,50.833333333333336,29.066666666666666,69.5,82.25,8
CSE_0385,2026-01-01 00:00:00+00:00,8.68,24,91,71,47,78,68,76.32,41,60.0,68,12,9,3,3,70,2024,0,63.166666666666664,68.10666666666667,66.0,65.5,2
CSE_0386,2026-01-01 00:00:00+00:00,9.02,23,28,44,9,45,42,40.52,51,26.0,87,7,6,0,1,7,2019,0,31.833333333333332,51.17333333333334,31.5,37.58333333333333,7
CSE_0387,2026-01-01 00:00:00+00:00,6.41,11,12,80,81,24,24,77.76,24,70.0,5,11,12,2,8,72,2020,0,38.666666666666664,50.919999999999995,80.0,90.66666666666666,6
CSE_0388,2026-01-01 00:00:00+00:00,5.89,17,81,80,37,20,17,78.2,53,74.0,88,8,3,5,3,1,2018,0,42.0,80.06666666666666,51.0,38.66666666666667,8
CSE_0389,2026-01-01 00:00:00+00:00,8.75,14,1,96,18,87,61,65.96,66,50.0,64,5,5,1,8,16,2018,4,46.166666666666664,59.98666666666666,46.5,56.25,8
CSE_0390,2026-01-01 00:00:00+00:00,9.03,79,28,95,35,4,12,39.84,5,96.0,24,11,6,4,2,51,2024,3,42.166666666666664,53.28,58.0,50.666666666666664,2
CSE_0391,2026-01-01 00:00:00+00:00,9.95,26,84,71,58,69,42,32.72,57,90.0,0,15,4,5,6,44,2019,3,58.333333333333336,40.906666666666666,75.0,69.16666666666666,7
CSE_0392,2026-01-01 00:00:00+00:00,7.06,71,78,18,62,46,77,57.64,69,76.0,31,11,4,3,6,36,2019,4,58.666666666666664,54.879999999999995,59.0,59.83333333333333,7
CSE_0393,2026-01-01 00:00:00+00:00,6.86,59,51,62,76,86,27,73.4,52,78.0,2,9,1,3,3,41,2021,4,60.166666666666664,51.13333333333333,40.0,35.16666666666667,5
CSE_0394,2026-01-01 00:00:00+00:00,8.88,45,26,37,45,67,17,76.16,65,40.0,48,1,6,1,1,43,2022,1,39.5,54.72,23.5,23.583333333333332,4
CSE_0395,2026-01-01 00:00:00+00:00,6.7,88,49,66,2,90,58,45.16,57,72.0,18,1,11,1,8,80,2024,3,58.833333333333336,45.053333333333335,53.5,64.41666666666666,2
CSE_0396,2026-01-01 00:00:00+00:00,9.65,16,94,58,73,17,59,66.6,81,36.0,59,3,5,1,3,37,2020,0,52.833333333333336,53.86666666666667,30.0,32.833333333333336,6
CSE_0397,2026-01-01 00:00:00+00:00,9.29,92,78,68,64,20,62,62.92,86,32.0,28,14,10,2,7,98,2022,4,64.0,40.973333333333336,78.5,88.08333333333333,4
CSE_0398,2026-01-01 00:00:00+00:00,7.14,52,22,12,90,91,56,47.64,1,100.0,49,8,0,1,1,93,2020,0,53.833333333333336,65.54666666666667,22.5,22.416666666666668,6
CSE_0399,2026-01-01 00:00:00+00:00,8.75,7,87,46,7,98,91,57.44,75,70.0,1,6,3,5,7,5,2018,3,56.0,42.81333333333333,57.0,49.0,8
CSE_0400,2026-01-01 00:00:00+00:00,8.77,78,43,60,50,85,50,44.24,21,54.0,72,1,2,5,4,67,2023,2,61.0,56.74666666666667,37.0,23.166666666666664,3
CSE_0401,2026-01-01 00:00:00+00:00,5.52,26,76,30,80,22,55,83.6,36,44.0,55,7,11,0,6,50,2023,2,48.166666666666664,60.86666666666667,56.5,70.91666666666666,3
CSE_0402,2026-01-01 00:00:00+00:00,9.51,45,21,79,72,63,26,90.8,19,68.0,16,15,2,4,6,100,2024,4,51.0,58.26666666666667,66.0,63.333333333333336,2
CSE_0403,2026-01-01 00:00:00+00:00,7.53,49,42,95,5,66,31,90.56,23,24.0,59,10,6,1,8,34,2019,1,48.0,57.85333333333333,59.0,70.83333333333333,7
CSE_0404,2026-01-01 00:00:00+00:00,9.13,70,36,21,88,39,8,67.76,83,28.0,35,6,10,5,2,57,2019,0,43.666666666666664,43.586666666666666,62.0,50.66666666666667,7
CSE_0405,2026-01-01 00:00:00+00:00,6.6,2,60,92,38,9,95,58.04,64,22.0,60,8,11,5,3,56,2018,4,49.333333333333336,46.68,71.0,62.0,8
CSE_0406,2026-01-01 00:00:00+00:00,9.48,92,96,85,59,88,83,65.6,64,60.0,16,7,9,5,3,72,2018,1,83.83333333333333,47.199999999999996,64.0,53.83333333333333,8
CSE_0407,2026-01-01 00:00:00+00:00,6.95,63,55,42,27,51,91,73.0,80,68.0,48,2,3,2,4,5,2020,0,54.833333333333336,63.0,29.5,28.416666666666668,6
CSE_0408,2026-01-01 00:00:00+00:00,5.05,43,2,66,96,71,96,52.76,0,24.0,75,0,11,4,5,12,2018,3,62.333333333333336,50.586666666666666,56.0,50.83333333333333,8
CSE_0409,2026-01-01 00:00:00+00:00,9.53,52,62,53,53,74,67,57.4,93,78.0,59,1,7,3,2,58,2024,2,60.166666666666664,64.8,36.5,30.25,2
CSE_0410,2026-01-01 00:00:00+00:00,5.46,23,18,9,36,60,45,85.28,2,38.0,19,14,10,5,3,85,2020,1,31.833333333333332,47.42666666666667,80.5,73.08333333333333,6
CSE_0411,2026-01-01 00:00:00+00:00,6.6,59,22,41,8,63,97,61.56,45,74.0,49,13,8,1,2,91,2022,0,48.333333333333336,61.52,55.0,61.16666666666667,4
CSE_0412,2026-01-01 00:00:00+00:00,9.75,2,28,63,81,4,66,93.8,54,98.0,2,12,2,5,1,29,2019,4,40.666666666666664,64.60000000000001,51.5,37.583333333333336,7
CSE_0413,2026-01-01 00:00:00+00:00,9.75,19,29,20,55,52,25,50.72,74,76.0,42,1,4,4,8,99,2019,0,33.333333333333336,56.24,48.0,44.0,7
CSE_0414,2026-01-01 00:00:00+00:00,7.87,45,38,79,58,54,7,40.44,87,90.0,56,15,3,3,0,1,2023,4,46.833333333333336,62.14666666666667,49.5,43.75,3
CSE_0415,2026-01-01 00:00:00+00:00,8.16,14,24,75,84,36,5,77.4,85,96.0,49,3,11,2,1,57,2023,2,39.666666666666664,74.13333333333334,44.0,42.83333333333333,3
CSE_0416,2026-01-01 00:00:00+00:00,7.24,24,100,65,1,55,79,73.24,63,58.0,67,5,9,0,7,35,2024,2,54.0,66.08,50.0,64.16666666666666,2
CSE_0417,2026-01-01 00:00:00+00:00,6.47,93,7,40,60,58,23,64.12,44,76.0,80,3,5,1,6,71,2019,0,46.833333333333336,73.37333333333333,37.5,44.083333333333336,7
CSE_0418,2026-01-01 00:00:00+00:00,6.64,77,57,23,57,92,47,51.04,25,88.0,49,8,10,0,0,44,2024,0,58.833333333333336,62.68,41.0,47.833333333333336,2
CSE_0419,2026-01-01 00:00:00+00:00,8.36,70,15,34,59,68,93,66.92,76,48.0,36,3,9,2,4,8,2022,4,56.5,50.30666666666667,46.5,48.25,4
CSE_0420,2026-01-01 00:00:00+00:00,8.76,16,71,55,39,72,44,50.36,64,40.0,45,5,3,4,5,64,2022,4,49.5,45.120000000000005,46.0,39.166666666666664,4
CSE_0421,2026-01-01 00:00:00+00:00,8.96,83,0,29,35,58,12,42.08,23,96.0,41,5,7,4,4,76,2021,1,36.166666666666664,59.69333333333333,53.5,47.083333333333336,5
CSE_0422,2026-01-01 00:00:00+00:00,8.95,99,4,56,36,1,68,93.96,73,78.0,14,9,2,2,3,49,2020,1,44.0,61.98666666666666,38.5,38.08333333333333,6
CSE_0423,2026-01-01 00:00:00+00:00,5.46,8,2,93,78,64,24,62.04,34,38.0,32,10,10,5,0,78,2023,1,44.833333333333336,44.01333333333333,65.0,52.5,3
CSE_0424,2026-01-01 00:00:00+00:00,7.47,37,64,46,91,59,19,90.44,23,56.0,79,9,4,2,6,31,2020,0,52.666666666666664,75.14666666666666,51.0,55.166666666666664,6
CSE_0425,2026-01-01 00:00:00+00:00,5.29,47,3,34,17,50,81,71.2,27,84.0,10,0,12,1,8,97,2023,1,38.666666666666664,55.06666666666666,54.0,65.0,3
CSE_0426,2026-01-01 00:00:00+00:00,7.75,59,98,18,97,29,81,66.12,99,64.0,19,7,0,3,5,42,2021,0,63.666666666666664,49.70666666666667,38.5,35.08333333333333,5
CSE_0427,2026-01-01 00:00:00+00:00,7.21,62,95,7,62,10,65,41.4,79,72.0,23,11,12,0,2,94,2019,2,50.166666666666664,45.46666666666667,57.0,68.16666666666666,7
CSE_0428,2026-01-01 00:00:00+00:00,9.44,85,63,25,21,91,73,85.16,15,80.0,63,2,5,0,3,77,2024,3,59.666666666666664,76.05333333333333,24.0,30.5,2
CSE_0429,2026-01-01 00:00:00+00:00,6.75,1,97,70,10,75,44,51.08,58,70.0,79,14,10,4,4,53,2020,2,49.5,66.69333333333333,79.0,76.83333333333333,6
CSE_0430,2026-01-01 00:00:00+00:00,5.59,87,88,29,57,38,46,59.12,80,64.0,93,12,4,5,0,46,2023,0,57.5,72.04,54.0,39.666666666666664,3
CSE_0431,2026-01-01 00:00:00+00:00,5.71,71,9,6,56,89,62,73.72,53,80.0,97,5,7,4,4,13,2020,0,48.833333333333336,83.57333333333334,53.5,47.083333333333336,6
CSE_0432,2026-01-01 00:00:00+00:00,8.81,10,20,66,76,76,75,40.6,78,78.0,64,2,8,1,0,47,2019,3,53.833333333333336,60.86666666666667,28.0,28.0,7
CSE_0433,2026-01-01 00:00:00+00:00,8.09,63,45,64,3,71,76,66.16,15,70.0,87,15,7,2,8,54,2024,4,53.666666666666664,74.38666666666667,75.5,85.41666666666667,2
CSE_0434,2026-01-01 00:00:00+00:00,5.51,76,90,35,85,62,54,37.36,14,48.0,87,14,7,0,6,28,2018,4,67.0,57.45333333333334,60.5,75.58333333333333,8
CSE_0435,2026-01-01 00:00:00+00:00,5.42,80,26,24,6,63,74,68.16,97,52.0,72,10,11,1,2,46,2023,4,45.5,64.05333333333333,56.5,62.91666666666666,3
CSE_0436,2026-01-01 00:00:00+00:00,8.5,71,65,36,60,60,18,78.08,10,98.0,85,1,12,4,8,62,2018,1,51.666666666666664,87.02666666666666,68.0,67.33333333333334,8
CSE_0437,2026-01-01 00:00:00+00:00,5.36,20,40,0,53,53,34,48.36,64,28.0,75,14,2,4,1,18,2021,4,33.333333333333336,50.45333333333334,51.5,42.25,5
CSE_0438,2026-01-01 00:00:00+00:00,9.11,17,12,14,87,91,52,89.8,78,42.0,16,4,3,0,6,90,2024,1,45.5,49.26666666666667,30.5,40.583333333333336,2
CSE_0439,2026-01-01 00:00:00+00:00,8.53,93,8,36,67,93,25,84.68,89,60.0,88,15,10,4,8,8,2022,1,53.666666666666664,77.56,91.0,94.16666666666667,4
CSE_0440,2026-01-01 00:00:00+00:00,5.41,63,35,12,91,72,13,82.76,67,86.0,91,13,3,5,5,100,2020,4,47.666666666666664,86.58666666666666,66.0,57.833333333333336,6
